,DYN-HUMAN,DYN-RANDOM,LINRS,NRS,STATIC-HUMAN,STATIC-RANDOM,AC,DYN-HUMAN-P0,DYN-HUMAN-P1,DYN-HUMAN-P2,DYN-HUMAN-P3,DYN-HUMAN-P4,DYN-HUMAN-P5,DYN-HUMAN-P6,DYN-HUMAN-P7,DYN-HUMAN-P8,DYN-HUMAN-P9,STATIC-HUMAN-P0,STATIC-HUMAN-P1,STATIC-HUMAN-P2,STATIC-HUMAN-P3,STATIC-HUMAN-P4,STATIC-HUMAN-P5,STATIC-HUMAN-P6,STATIC-HUMAN-P7,STATIC-HUMAN-P8,STATIC-HUMAN-P9,STATIC-1,STATIC-10,STATIC-100,STATIC-1000,STATIC-10000
631,14,68,10.0,91,50.0,55.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,
632,250,250,115.0,20,37.0,153.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
633,70,66,70.0,20,137.0,29.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
634,79,58,37.0,250,19.0,113.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
635,42,38,72.0,110,64.0,95.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
636,134,60,67.0,250,35.0,34.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
637,23,66,184.0,250,56.0,114.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
638,57,81,37.0,39,104.0,137.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
639,66,29,52.0,250,46.0,22.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
640,41,22,16.0,31,163.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
641,31,85,250.0,11,40.0,18.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,
642,44,31,52.0,250,23.0,31.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,
643,40,57,15.0,250,21.0,23.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,
644,26,96,219.0,250,32.0,67.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,
645,22,17,237.0,86,100.0,84.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,
646,114,26,190.0,250,28.0,17.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,
647,44,31,16.0,15,18.0,150.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
648,34,173,15.0,80,38.0,40.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
649,70,17,250.0,13,18.0,250.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
650,61,32,150.0,36,30.0,28.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
651,54,41,25.0,14,30.0,190.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
652,40,28,11.0,204,11.0,43.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
653,38,58,250.0,37,20.0,85.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
654,25,27,242.0,250,100.0,35.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
655,50,20,24.0,63,61.0,78.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
656,158,75,101.0,250,27.0,12.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,
657,52,80,51.0,59,64.0,80.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
658,8,17,43.0,21,250.0,27.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,
659,42,48,15.0,111,140.0,91.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
660,53,50,138.0,21,36.0,16.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
661,230,250,66.0,49,6.0,141.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,
662,64,69,22.0,141,16.0,18.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,
663,77,28,113.0,88,22.0,25.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
664,14,24,181.0,250,250.0,102.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
665,25,30,250.0,228,56.0,250.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
666,52,19,55.0,20,34.0,250.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,
667,36,57,241.0,250,112.0,216.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
668,69,17,27.0,52,16.0,39.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
669,16,13,30.0,250,42.0,38.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
670,58,28,58.0,250,62.0,9.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,
671,29,250,44.0,88,72.0,250.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
672,21,250,125.0,169,27.0,43.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
673,68,19,108.0,207,198.0,51.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,
674,59,41,250.0,164,32.0,114.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,
675,60,28,7.0,132,44.0,250.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,
676,55,51,8.0,56,101.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
677,34,88,250.0,148,46.0,44.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,
678,73,217,35.0,10,17.0,45.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,
679,36,43,250.0,73,67.0,129.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
680,25,42,40.0,39,20.0,18.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
681,59,22,44.0,176,146.0,19.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,
682,23,97,8.0,250,67.0,74.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
683,25,28,250.0,183,61.0,33.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,
684,74,46,45.0,105,45.0,250.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,
685,24,16,166.0,20,20.0,53.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
686,20,39,250.0,11,26.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
687,25,92,66.0,89,27.0,194.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,
688,33,21,114.0,47,22.0,69.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
689,17,46,103.0,33,101.0,53.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
690,22,250,115.0,174,27.0,170.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,
691,35,91,172.0,118,48.0,171.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
692,23,15,36.0,31,30.0,27.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
693,79,75,140.0,151,35.0,64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
694,126,73,1.0,121,119.0,24.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
695,66,30,33.0,57,14.0,126.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
696,52,76,58.0,250,22.0,85.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
697,9,19,250.0,23,32.0,23.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,
698,13,23,250.0,250,134.0,47.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
699,42,84,123.0,41,86.0,29.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,
700,76,114,56.0,50,107.0,77.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
701,49,20,250.0,41,87.0,250.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
702,33,16,250.0,211,25.0,213.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
703,37,118,143.0,9,23.0,48.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,
704,38,250,250.0,74,53.0,48.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
705,250,38,17.0,67,49.0,23.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
706,52,163,33.0,53,63.0,250.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
707,67,61,250.0,190,55.0,36.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,
708,32,55,217.0,250,41.0,111.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
709,77,128,250.0,18,37.0,28.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,
710,109,120,144.0,32,26.0,105.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
711,53,17,126.0,136,35.0,14.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
712,111,39,49.0,17,48.0,43.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
713,56,215,93.0,39,31.0,118.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
714,103,48,59.0,48,85.0,50.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
715,42,26,15.0,211,66.0,45.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,
716,56,40,70.0,11,16.0,12.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,
717,47,12,61.0,18,46.0,33.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,
718,18,153,114.0,16,250.0,40.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,
719,50,250,89.0,34,15.0,77.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
720,63,46,20.0,77,28.0,61.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,
721,18,16,250.0,31,120.0,31.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,
722,11,97,43.0,241,20.0,49.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,
723,36,53,125.0,21,44.0,65.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
724,21,13,37.0,17,35.0,21.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
725,53,20,35.0,17,22.0,88.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
726,107,53,103.0,40,47.0,25.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,
727,40,93,36.0,42,14.0,52.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
728,51,16,26.0,250,57.0,94.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,
729,36,22,69.0,22,39.0,23.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
730,37,65,11.0,26,25.0,12.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,
731,54,101,40.0,250,13.0,69.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
732,71,18,16.0,42,40.0,29.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,
733,83,49,144.0,36,31.0,22.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
734,144,70,14.0,60,59.0,69.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,
735,68,250,41.0,250,18.0,217.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,
736,24,220,18.0,107,20.0,56.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
737,58,82,250.0,18,122.0,250.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
738,40,133,241.0,86,15.0,147.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,
739,30,2,142.0,250,53.0,87.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
740,44,59,17.0,191,75.0,23.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,
741,39,250,26.0,65,46.0,32.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,
742,65,27,19.0,39,14.0,77.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,
743,58,250,250.0,99,135.0,63.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
744,43,250,250.0,63,28.0,67.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,
745,136,67,140.0,16,64.0,24.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
746,212,213,51.0,220,35.0,35.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
747,37,250,97.0,245,58.0,55.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,
748,187,66,63.0,141,86.0,84.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,
749,169,62,245.0,61,37.0,78.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
750,35,90,78.0,120,15.0,33.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,
751,27,91,250.0,41,30.0,46.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,
752,80,45,16.0,19,13.0,40.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,
753,56,250,21.0,250,24.0,27.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
754,250,250,250.0,102,12.0,78.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,
755,58,23,250.0,250,58.0,37.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
756,49,70,250.0,8,129.0,67.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
757,50,125,250.0,53,102.0,16.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,
758,39,35,116.0,128,31.0,65.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
759,16,29,77.0,167,39.0,94.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,
760,90,102,123.0,35,57.0,19.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
761,19,13,13.0,250,23.0,53.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,
762,27,2,250.0,54,10.0,41.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
763,63,93,11.0,190,71.0,22.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
764,37,37,16.0,250,127.0,64.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
765,54,16,147.0,38,61.0,33.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
766,250,250,44.0,19,18.0,97.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
767,55,27,33.0,250,23.0,56.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,
768,91,33,47.0,250,28.0,65.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
769,64,250,78.0,16,37.0,54.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
770,74,102,72.0,15,51.0,29.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,
771,112,58,102.0,40,38.0,101.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
772,212,170,57.0,16,47.0,78.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,
773,75,250,55.0,123,110.0,13.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,
774,71,43,23.0,21,9.0,18.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,
775,74,81,79.0,243,19.0,10.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
776,28,33,61.0,250,97.0,107.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,
777,41,19,242.0,250,85.0,31.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
778,37,31,250.0,76,26.0,29.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
779,87,150,24.0,122,9.0,9.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,
780,63,21,141.0,72,37.0,34.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
781,23,98,101.0,250,31.0,38.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,
782,17,53,189.0,14,114.0,35.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
783,28,44,250.0,250,38.0,58.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
784,44,29,46.0,105,24.0,54.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
785,20,33,17.0,53,178.0,135.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,
786,12,35,39.0,39,9.0,17.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,
787,33,207,61.0,24,41.0,168.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,
788,48,72,122.0,112,45.0,26.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
789,44,40,58.0,79,27.0,60.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,
790,21,84,36.0,78,15.0,22.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
791,109,162,34.0,250,106.0,35.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
792,37,56,176.0,250,129.0,35.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,
793,63,96,45.0,20,38.0,66.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,
794,24,45,19.0,95,40.0,250.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,
795,95,59,23.0,22,40.0,110.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,
796,149,25,250.0,105,16.0,93.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,
797,170,19,48.0,98,68.0,37.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
798,168,130,65.0,136,62.0,82.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
799,25,35,60.0,201,24.0,29.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,
800,139,39,30.0,250,56.0,24.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,
801,65,9,250.0,116,31.0,29.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,
802,49,77,193.0,107,52.0,18.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,
803,21,87,250.0,25,140.0,53.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
804,44,31,36.0,94,41.0,64.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
805,17,76,35.0,146,26.0,51.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
806,27,250,23.0,250,42.0,170.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,
807,19,74,6.0,250,48.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
808,50,250,10.0,250,250.0,49.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
809,250,250,33.0,51,13.0,70.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
810,62,82,78.0,250,58.0,35.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
811,35,29,250.0,21,47.0,21.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,
812,45,35,250.0,6,40.0,53.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
813,21,41,10.0,10,28.0,42.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,
814,250,250,134.0,69,25.0,71.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
815,11,133,250.0,78,53.0,190.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
816,58,250,23.0,80,37.0,250.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
817,39,36,250.0,15,155.0,19.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,
818,51,37,36.0,26,72.0,81.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,
819,127,156,164.0,182,160.0,51.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
820,94,112,143.0,16,61.0,250.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,
821,19,68,35.0,12,28.0,14.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
822,33,55,156.0,22,53.0,37.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
823,14,68,107.0,11,27.0,113.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,
824,40,79,14.0,250,10.0,94.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,
825,35,94,31.0,70,19.0,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
826,28,29,63.0,237,27.0,27.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
827,40,37,63.0,46,62.0,77.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
828,42,35,250.0,185,47.0,144.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
829,95,30,29.0,13,43.0,26.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,
830,62,23,250.0,28,17.0,42.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,
831,42,25,39.0,38,11.0,169.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
832,161,148,250.0,127,19.0,88.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
833,33,39,17.0,149,132.0,25.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
834,43,100,111.0,17,53.0,235.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,
835,74,160,76.0,13,60.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
836,56,103,114.0,250,16.0,35.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
837,58,141,25.0,90,28.0,27.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,
838,16,12,250.0,26,52.0,16.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
839,96,42,187.0,86,43.0,62.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
840,22,163,250.0,250,65.0,53.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
841,34,12,250.0,109,56.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
842,38,18,250.0,23,71.0,31.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
843,9,25,193.0,101,49.0,149.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
844,49,52,80.0,87,250.0,55.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
845,54,42,111.0,250,171.0,61.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
846,30,33,59.0,115,34.0,250.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
847,250,21,250.0,250,46.0,21.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,
848,15,14,92.0,30,39.0,76.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,
849,117,53,250.0,198,15.0,43.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
850,89,18,250.0,250,13.0,62.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,
851,14,17,35.0,130,37.0,62.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
852,91,250,82.0,196,13.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
853,43,20,250.0,21,62.0,57.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
854,41,16,137.0,113,80.0,28.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
855,49,24,53.0,25,91.0,78.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
856,115,62,86.0,250,17.0,14.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
857,95,112,250.0,69,53.0,114.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
858,29,89,250.0,250,87.0,10.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
859,104,81,87.0,208,250.0,13.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
860,70,51,152.0,152,31.0,71.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
861,62,23,250.0,238,57.0,32.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
862,60,43,37.0,250,67.0,34.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
863,28,19,34.0,65,71.0,26.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,
864,50,32,220.0,199,60.0,250.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,
865,23,250,67.0,75,79.0,42.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,
866,23,125,125.0,53,54.0,29.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,
867,20,9,44.0,3,62.0,61.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,
868,74,70,139.0,21,37.0,32.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,
869,9,62,42.0,25,14.0,171.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,
870,41,113,91.0,56,21.0,23.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
871,65,128,42.0,250,56.0,7.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
872,62,55,250.0,75,32.0,21.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
873,52,250,19.0,71,7.0,31.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
874,22,145,32.0,42,106.0,11.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,
875,44,59,250.0,70,77.0,85.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,
876,23,74,250.0,120,65.0,45.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
877,40,67,78.0,159,36.0,38.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
878,24,21,1.0,250,25.0,24.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
879,28,24,201.0,19,21.0,25.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
880,84,63,250.0,250,88.0,18.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,
881,44,34,250.0,70,90.0,92.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,
882,45,229,196.0,78,42.0,80.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,
883,94,59,103.0,38,112.0,121.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,
884,90,49,34.0,198,89.0,96.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,
885,17,61,45.0,250,24.0,34.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
886,95,130,9.0,250,250.0,13.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
887,32,38,33.0,250,32.0,21.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
888,56,144,14.0,250,80.0,181.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
889,40,241,78.0,250,30.0,40.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
890,21,103,20.0,250,61.0,77.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
891,92,194,69.0,91,37.0,19.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
892,49,107,250.0,44,128.0,111.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,
893,60,28,73.0,23,16.0,14.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,
894,106,29,115.0,195,41.0,83.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,
895,80,35,123.0,18,11.0,47.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
896,48,29,43.0,69,46.0,92.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,
897,50,9,217.0,14,85.0,98.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,
898,24,10,250.0,250,52.0,49.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
899,68,82,223.0,250,54.0,250.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
900,36,27,21.0,250,74.0,11.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
901,91,11,250.0,119,40.0,28.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
902,24,103,250.0,250,121.0,250.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
903,70,104,10.0,48,28.0,104.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,
904,57,250,228.0,250,33.0,142.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,
905,9,43,125.0,236,17.0,218.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
906,250,52,250.0,114,16.0,42.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,
907,153,94,22.0,20,38.0,39.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,
908,30,129,96.0,29,131.0,27.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,
